    -48.03      21.70 
    -23.04      38.20 
    -40.47      16.20 
    -18.54      27.90 
    -41.80      16.00 
    -32.58      23.70 
    -43.31       9.70 
    -31.48      24.00 
    -28.62      18.40 
    -23.03      32.00 
    -42.63      12.20 
    -33.61      19.30 
    -44.30      18.60 
    -34.72      19.90 
    -28.38      27.50 
    -36.28      17.30 
    -50.04      16.10 
    -39.89      20.20 
    -41.85      17.10 
    -32.91      10.10 
    -26.94      27.50 
    -33.44      18.90 
    -34.33      16.20 
    -23.14      34.60 
    -41.43      21.80 
    -29.33      21.20 
    -18.43      35.20 
    -31.51      14.80 
    -45.55      11.60 
    -36.42      16.70 
    -26.19      16.00 
    -18.38      34.90 
    -33.90      15.20 
    -31.10      26.60 
    -32.59      24.30 
    -39.10      20.00 
    -44.08      13.40 
    -39.15      20.60 
    -44.14      18.20 
    -39.79      12.80 
    -41.95      12.50 
    -25.26      27.00 
    -36.95      16.10 
    -46.45       6.10 
    -34.92      23.60 
    -25.82      27.70 
    -25.77      28.50 
    -48.55      25.70 
    -37.45       6.50 
    -37.03      11.60 
    -33.23      21.50 
    -40.73      23.70 
    -28.27      28.70 
    -35.12      13.20 
    -33.68       9.70 
    -43.54      22.90 
    -32.12      29.20 
    -37.27      17.90 
    -47.70      19.70 
    -34.51      22.80 
    -31.91      13.50 
    -37.31      15.00 
    -28.85      30.30 
    -26.10      35.20 
    -38.55      21.30 
    -15.93      36.90 
    -40.91      22.00 
    -47.37       5.60 
    -25.06      39.10 
    -28.94      19.80 
    -22.44      28.20 
    -36.32      21.60 
    -15.34      34.10 
    -46.35      10.60 
    -31.88      12.20 
    -30.53      15.10 
    -30.16      26.00 
    -36.83      14.70 
    -28.70      16.20 
    -20.69      34.00 
    -30.77      21.80 
    -27.86      26.40 
    -45.10      18.80 
    -36.09      25.00 
    -44.82      17.30 
    -47.80      13.40 
    -39.90      22.80 
    -34.57      13.20 
    -29.74      25.10 
    -35.66      15.70 
    -24.76      30.60 
    -39.90      41.10 
    -34.82      10.60 
    -34.17      22.50 
    -24.89      23.70 
    -21.83      29.70 
    -30.97      22.10 
    -33.81      20.00 
    -34.39      23.40 
    -45.57      14.20 
    -20.64      33.40 
    -33.50      19.70 
    -24.55      26.80 
    -30.49      23.00 
    -42.70      25.90 
    -48.91       7.60 
    -42.90       7.80 
    -32.66      32.20 
    -30.02      22.10 
    -48.76       6.30 
    -42.25      19.40 
    -39.49      19.20 
    -31.32      25.70 
    -33.79      21.30 
    -29.25      30.30 
    -28.24      24.10 
    -26.61      23.00 
    -38.34      11.40 
    -30.60      22.50 
    -38.35      21.60 
    -25.95      31.10 
    -28.79      22.90 
    -30.79      18.50 
    -30.73      18.00 
    -38.41      15.40 
    -26.50      19.60 
    -32.41      13.00 
    -38.21      27.70 
    -16.75      36.60 
    -29.22      31.60 
    -35.22      22.40 
    -42.57      16.40 
    -28.47      20.80 
    -22.55      34.40 
    -41.57      14.60 
    -24.80      35.40 
    -33.21      18.90 
    -24.30      18.20 
    -34.19      32.30 
    -52.77      17.10 
    -24.13      35.50 
    -35.41      25.40 
    -32.83      32.70 
    -29.23      21.10 
    -37.78      33.20 
    -27.31      28.10 
    -32.22      15.00 
    -49.72       6.60 
    -33.67      19.60 
    -15.00      38.70 
    -31.65      21.50 
    -28.98      13.80 
    -45.40      30.90 
    -41.37      20.30 
    -26.12      26.40 
    -39.37      28.60 
    -44.25      10.80 
    -35.79      33.70 
    -33.49      16.40 
    -39.95      15.60 
    -35.48      17.50 
    -40.65      18.30 
    -22.37      39.70 
    -29.75      25.80 
    -22.61      29.70 
    -50.25      17.30 
    -50.60      23.60 
    -45.80      20.40 
    -33.20      28.70 
    -28.22      23.30 
    -20.17      45.60 
    -38.13      26.80 
    -24.35      35.40 
    -32.18      23.60 
    -31.98      25.90 
    -28.97      27.50 
    -21.91      39.30 
    -18.17      40.30 
    -36.96      19.00 
    -31.33      18.30 
    -33.28      16.80 
    -34.30      21.20 
    -25.71      40.10 
    -32.05      31.70 
    -46.58      19.80 
    -32.44      22.60 
    -36.87       5.10 
    -43.87      36.50 
    -44.61      20.90 
    -31.26      27.70 
    -36.54      16.10 
    -35.06      30.70 
    -34.31      15.10 
    -22.10      36.70 
    -42.91      15.70 
    -33.52      16.40 
    -40.91      21.10 
    -43.89      31.30 
    -28.11      14.60 
    -27.66      36.70 
    -54.22       5.90 
    -36.09      12.40 
    -32.40      30.20 
    -28.75      30.40 
    -49.03       4.00 
    -39.67      14.70 
    -26.57      24.10 
    -31.11      28.70 
    -35.36      23.60 
    -39.42      15.40 
    -29.11      32.30 
    -29.41      17.70 
    -38.30      30.20 
    -45.48       8.90 
    -41.64      14.40 
    -48.34      31.80 
    -41.06      27.90 
    -37.88      13.20 
    -29.57      27.40 
    -26.38      33.20 
    -37.55      18.30 
    -44.67      20.10 
    -34.21      29.80 
    -27.89      39.00 
    -26.45      27.20 
    -40.65      13.00 
    -34.12      21.50 
    -41.20      15.90 
    -35.48      22.30 
    -28.48      31.50 
    -29.84      30.30 
    -24.79      30.90 
    -38.81      16.90 
    -26.79      15.70 
    -35.49       8.10 
    -31.79      21.70 
    -38.62      10.70 
    -31.83      36.00 
    -38.18      19.10 
    -37.01      25.80 
    -26.02      32.80 
    -45.20      14.20 
    -40.46      22.10 
    -38.51      21.90 
    -32.90      20.10 
    -24.23      41.60 
    -37.02      33.00 
    -34.54      15.80 
    -44.63      17.10 
    -42.93      16.40 
    -35.57      23.10 
    -31.24      19.20 
    -29.63      25.60 
    -34.48      10.50 
    -22.32      30.30 
    -26.56      29.40 
    -26.32      32.00 
    -41.80      27.20 
    -21.40      38.90 
    -28.84      28.40 
    -37.83       8.00 
    -30.74      32.60 
    -36.34      11.20 
    -52.10       8.80 
    -33.51      31.90 
    -30.51      32.10 
    -48.82      16.60 
    -45.19      16.40 
    -50.03       8.90 
    -39.06      29.00 
    -36.41      26.60 
    -37.79      18.20 
    -35.66      13.00 
    -34.01      23.10 
    -30.86      37.70 
    -35.09      23.90 
    -32.59      20.70 
    -48.34      16.50 
    -44.12      17.30 
    -37.19      27.40 
    -37.79      16.30 
    -35.95      23.20 
    -28.10      28.50 
    -41.62      12.50 
    -38.06      25.10 
    -24.78      31.80 
    -32.93      29.00 
    -48.13       9.90 
    -34.78      29.40 
    -37.68      23.00 
    -32.11      28.30 
    -51.56      14.70 
    -44.50      12.80 
    -33.85      18.20 
    -54.17       5.80 
    -36.96      33.80 
    -36.54      20.10 
    -44.80      13.80 
    -46.45      13.30 
    -39.82       8.40 
    -37.08      11.40 
    -32.82      15.20 
    -28.04      29.80 
    -39.66      10.40 
    -42.58      11.90 
    -34.54      16.40 
    -46.88      20.60 
    -36.78      25.80 
    -45.93      15.80 
    -25.50      28.20 
    -42.32      16.10 
    -34.87      20.60 
    -47.10      14.30 
    -38.58      28.30 
    -39.33      15.80 
    -39.18      18.80 
    -42.12      28.70 
    -33.22      26.30 
    -38.52       9.70 
    -24.54      37.30 
    -41.20      17.20 
    -34.13      12.50 
    -48.15       4.00 
    -35.60      14.80 
    -41.06      20.60 
    -34.20      27.00 
    -36.82      30.10 
    -40.04      17.50 
    -28.07      27.80 
    -28.51      30.80 
    -39.65      22.80 
    -37.78      19.50 
    -22.48      30.20 
    -41.45      15.10 
    -22.97      32.50 
    -37.58       9.00 
    -35.80      10.90 
    -30.34      16.70 
    -38.88      21.30 
    -35.20      29.50 
    -29.58      26.10 
    -26.43      20.00 
    -25.91      27.50 
    -33.44      16.90 
    -42.18      16.80 
    -49.54      -0.30 
    -32.87      27.20 
    -40.50      14.50 
    -40.36      12.60 
    -35.16      21.60 
    -32.01      35.80 
    -31.85      17.00 
    -30.75      27.30 
    -36.49       8.30 
    -28.73      30.90 
    -36.62      23.30 
    -31.31      21.20 
    -29.84      22.90 
    -29.26      23.80 
    -28.16      30.80 
    -31.15      29.50 
    -36.39      30.30 
    -31.60      16.00 
    -37.04      13.10 
    -46.68      20.50 
    -28.32      35.90 
    -39.94      14.90 
    -21.53      28.10 
    -32.46      15.90 
    -14.11      39.20 
    -34.55      17.90 
    -19.05      31.90 
    -27.51      30.00 
    -29.04      24.50 
    -27.44      36.70 
    -28.35      28.80 
    -41.08      21.30 
    -52.49       1.30 
    -38.13      12.20 
    -35.46      21.30 
    -25.56      32.00 
    -27.14      27.20 
    -40.06      13.70 
    -26.48      18.70 
    -34.94       6.70 
    -27.41      29.30 
    -22.75      18.30 
    -37.19      27.70 
    -38.24      27.80 
    -27.15      29.90 
    -34.65      22.50 
    -29.99      28.90 
    -47.56       8.50 
    -26.25      25.50 
    -35.10      32.70 
    -58.09      -5.40 
    -31.60      19.80 
    -33.41      15.60 
    -17.18      33.80 
    -39.70      14.70 
    -37.06      19.60 
    -26.57      29.70 
    -40.17      18.10 
    -32.98      24.60 
    -42.66       9.10 
    -30.85      26.40 
    -39.97      12.20 
    -40.51      25.20 
    -44.70      13.50 
    -30.14      27.10 
    -36.20      19.60 
    -39.70      19.50 
    -30.18      25.60 
    -47.47       4.10 
    -43.02      21.10 
    -35.91      24.00 
    -18.90      29.10 
    -32.64      25.20 
    -53.87      -0.20 
    -24.23      17.50 
    -42.40      18.10 
    -38.71      13.00 
    -36.55      19.40 
    -42.12      17.20 
    -28.78      36.10 
    -39.71      11.00 
    -41.51      15.50 
    -37.04      10.40 
    -47.08      15.40 
    -40.09      17.20 
    -29.88      15.40 
    -31.42      26.10 
    -34.97      17.90 
    -28.27      18.60 
    -40.49      28.40 
    -35.43      19.90 
    -32.79      20.70 
    -32.73      26.20 
    -29.08      30.90 
    -36.93      20.50 
    -29.71      24.20 
    -39.75      18.50 
    -29.06      22.00 
    -17.56      38.20 
    -42.36      19.50 
    -51.36      16.00 
    -24.76      23.80 
    -33.11      14.30 
    -33.31      20.40 
    -27.81      32.80 
    -38.51      15.80 
    -23.31      37.00 
    -33.16      15.40 
    -30.90       9.30 
